order_id,region,category,channel,amount
2031,west,food,app,28
2032,east,home,web,45
2033,south,home,app,62
2034,west,digital,store,79
2035,north,food,web,96
2036,south,home,web,113
2037,south,toy,store,130
2038,east,digital,web,147
2039,west,food,app,164
2040,west,food,app,181
2041,north,beauty,app,198
2042,south,office,store,215
2043,south,home,web,232
2044,south,office,web,249
2045,east,toy,store,266
2046,south,digital,store,283
2047,south,food,store,300
2048,north,home,store,317
2049,north,food,store,334
2050,north,home,store,351
2051,north,toy,app,368
2052,north,beauty,store,385
2053,east,beauty,web,402
2054,south,office,store,419
2055,east,food,web,436
2056,west,beauty,web,453
2057,east,office,app,470
2058,east,home,app,487
2059,south,sport,store,4
2060,east,beauty,web,21
2061,north,book,app,38
2062,south,office,web,55
2063,west,digital,web,72
2064,west,home,web,89
2065,north,sport,store,106
2066,north,home,app,123
2067,east,toy,web,140
2068,north,beauty,web,157
2069,north,book,app,174
2070,east,office,web,191
2071,west,book,store,208
2072,west,book,app,225
2073,west,sport,web,242
2074,east,toy,app,259
2075,east,food,store,276
2076,west,office,web,293
2077,south,toy,web,310
2078,east,home,store,327
2079,north,home,store,344
2080,west,digital,store,361
2081,west,toy,app,378
2082,east,beauty,store,395
2083,east,toy,web,412
2084,west,home,app,429
2085,east,home,store,446
2086,east,book,app,463
2087,north,digital,app,480
2088,west,toy,web,497
2089,north,digital,web,14
2090,east,digital,app,31
2091,west,food,app,48
2092,south,digital,app,65
2093,west,beauty,web,82
2094,south,office,web,99
2095,east,food,app,116
2096,east,office,app,133
2097,west,food,app,150
2098,south,home,web,167
2099,south,book,web,184
2100,south,toy,store,201
2101,north,home,store,218
2102,south,office,app,235
2103,west,toy,app,252
2104,north,book,web,269
2105,north,office,store,286
2106,east,book,app,303
2107,south,food,web,320
2108,west,office,web,337
2109,south,home,app,354
2110,south,book,web,371
2111,north,food,store,388
2112,north,toy,store,405
2113,east,food,web,422
2114,north,home,store,439
2115,south,toy,app,456
2116,south,beauty,web,473
2117,east,digital,store,490
2118,west,toy,store,7
2119,south,toy,app,24
2120,north,toy,web,41
2121,south,food,web,58
2122,south,beauty,store,75
2123,east,book,web,92
2124,west,toy,store,109
2125,west,toy,app,126
2126,east,food,store,143
2127,north,toy,store,160
2128,west,office,web,177
2129,south,sport,app,194
2130,south,book,app,211
2131,east,digital,web,228
2132,south,food,app,245
2133,west,toy,web,262
2134,south,home,app,279
2135,north,office,store,296
2136,east,digital,store,313
2137,west,toy,web,330
2138,north,toy,web,347
2139,east,toy,store,364
2140,east,book,app,381
2141,north,food,web,398
2142,south,toy,store,415
2143,east,office,store,432
2144,south,digital,store,449
2145,south,beauty,web,466
2146,west,beauty,store,483
2147,north,food,web,500
2148,west,food,web,17
2149,south,office,store,34
2150,east,home,store,51
2151,east,sport,store,68
2152,south,sport,web,85
2153,east,home,store,102
2154,west,office,store,119
2155,east,book,app,136
2156,south,food,app,153
2157,west,sport,app,170
2158,west,home,store,187
2159,east,home,store,204
2160,south,food,web,221
2161,south,food,store,238
2162,east,book,store,255
2163,east,home,web,272
2164,north,toy,app,289
2165,south,home,store,306
2166,east,sport,web,323
2167,west,office,app,340
2168,east,food,store,357
2169,south,food,web,374
2170,west,digital,web,391
2171,south,sport,store,408
2172,north,food,app,425
2173,south,beauty,web,442
2174,south,beauty,web,459
2175,south,beauty,app,476
2176,north,office,store,493
2177,west,toy,store,10
2178,west,beauty,web,27
2179,south,book,store,44
2180,south,book,store,61
2181,west,book,store,78
2182,south,book,web,95
2183,west,sport,store,112
2184,west,food,store,129
2185,north,toy,app,146
2186,east,food,web,163
2187,north,beauty,app,180
2188,north,beauty,store,197
2189,north,food,web,214
2190,west,home,app,231
2191,south,digital,app,248
2192,north,toy,store,265
2193,east,digital,web,282
2194,south,sport,app,299
2195,south,sport,web,316
2196,west,food,store,333
2197,east,food,web,350
2198,east,home,app,367
2199,south,food,web,384
2200,south,digital,app,401
2201,north,food,app,418
2202,north,beauty,store,435
2203,east,book,store,452
2204,north,beauty,app,469
2205,south,beauty,app,486
2206,south,home,store,3
2207,west,book,app,20
2208,north,food,web,37
2209,west,office,app,54
2210,west,office,store,71
2211,south,food,store,88
2212,west,digital,web,105
2213,south,home,web,122
2214,east,book,store,139
2215,north,toy,app,156
2216,east,food,web,173
2217,west,digital,store,190
2218,north,beauty,app,207
2219,west,sport,store,224
2220,south,digital,web,241
2221,south,beauty,app,258
2222,south,toy,web,275
2223,south,book,store,292
2224,east,toy,web,309
2225,north,beauty,app,326
2226,east,toy,web,343
2227,north,sport,store,360
2228,south,home,app,377
2229,north,beauty,store,394
2230,east,digital,web,411
2231,east,office,web,428
2232,west,home,app,445
2233,south,beauty,app,462
2234,north,beauty,web,479
2235,west,home,web,496
2236,north,office,app,13
2237,west,toy,app,30
2238,west,beauty,app,47
2239,west,sport,web,64
2240,west,sport,app,81
2241,east,digital,store,98
2242,south,beauty,app,115
2243,north,digital,web,132
2244,west,digital,store,149
2245,south,beauty,app,166
2246,west,sport,store,183
2247,south,home,app,200
2248,west,food,app,217
2249,west,toy,store,234
2250,south,book,store,251
2251,north,beauty,app,268
2252,west,food,app,285
2253,east,toy,store,302
2254,south,digital,store,319
2255,north,office,app,336
2256,east,beauty,app,353
2257,west,food,store,370
2258,south,beauty,web,387
2259,east,sport,store,404
2260,east,book,store,421
2261,west,office,web,438
2262,south,book,app,455
2263,east,home,app,472
2264,south,office,web,489
2265,west,office,app,6
2266,south,sport,app,23
2267,east,digital,store,40
2268,east,home,app,57
2269,north,beauty,web,74
2270,south,sport,app,91
2271,east,office,store,108
2272,west,digital,web,125
2273,south,toy,app,142
2274,east,food,web,159
2275,west,book,app,176
2276,east,toy,web,193
2277,north,food,app,210
2278,north,digital,store,227
2279,north,office,web,244
2280,west,sport,store,261
2281,north,sport,app,278
2282,east,toy,store,295
2283,west,book,web,312
2284,south,sport,web,329
2285,north,beauty,app,346
2286,east,sport,store,363
2287,east,sport,web,380
2288,north,food,store,397
2289,north,beauty,web,414
2290,south,sport,web,431
2291,north,sport,store,448
2292,west,sport,store,465
2293,east,sport,app,482
2294,north,sport,web,499
2295,north,toy,app,16
2296,south,home,app,33
2297,east,digital,web,50
2298,south,toy,app,67
2299,south,book,app,84
2300,south,home,web,101
2301,north,sport,web,118
2302,west,sport,app,135
2303,east,home,app,152
2304,south,toy,app,169
2305,north,book,web,186
2306,east,digital,store,203
2307,south,digital,web,220
2308,north,sport,store,237
2309,south,sport,store,254
2310,east,beauty,app,271
2311,east,food,web,288
2312,north,beauty,store,305
2313,north,sport,web,322
2314,south,office,web,339
2315,east,home,app,356
2316,east,toy,web,373
2317,north,home,store,390
2318,north,office,store,407
2319,east,digital,store,424
2320,south,office,store,441
2321,east,home,app,458
2322,north,food,app,475
2323,west,home,app,492
2324,north,toy,app,9
2325,west,toy,web,26
2326,north,toy,app,43
2327,south,office,store,60
2328,west,beauty,app,77
2329,south,home,store,94
2330,south,food,app,111
2331,west,book,web,128
2332,east,food,app,145
2333,east,sport,app,162
2334,north,home,store,179
2335,north,office,web,196
2336,north,food,web,213
2337,east,digital,app,230
2338,south,food,app,247
2339,west,home,app,264
2340,south,home,store,281
2341,west,digital,app,298
2342,east,book,app,315
2343,west,food,app,332
2344,east,toy,app,349
2345,west,sport,web,366
2346,west,office,store,383
2347,west,digital,web,400
2348,south,digital,web,417
2349,south,book,store,434
2350,south,home,store,451
2351,north,digital,web,468
2352,north,toy,app,485
2353,west,home,store,2
2354,west,book,web,19
2355,north,food,store,36
2356,north,home,store,53
2357,west,home,web,70
2358,west,sport,app,87
2359,west,food,app,104
2360,south,office,app,121
2361,north,digital,store,138
2362,north,food,web,155
2363,east,book,store,172
2364,west,book,store,189
2365,west,book,web,206
2366,west,home,web,223
2367,east,book,web,240
2368,west,beauty,store,257
2369,west,sport,web,274
2370,west,beauty,app,291
2371,south,office,store,308
2372,east,food,store,325
2373,west,food,store,342
2374,east,beauty,web,359
2375,west,food,store,376
2376,north,office,web,393
2377,north,food,web,410
2378,north,food,store,427
2379,north,food,store,444
2380,south,food,app,461
2381,north,toy,app,478
2382,east,food,web,495
2383,east,office,app,12
2384,west,sport,web,29
2385,east,food,store,46
2386,north,home,store,63
2387,west,food,store,80
2388,west,food,web,97
2389,south,sport,app,114
2390,west,toy,app,131
2391,north,digital,web,148
2392,east,toy,store,165
2393,west,toy,store,182
2394,north,book,web,199
2395,west,sport,app,216
2396,west,home,web,233
2397,east,beauty,store,250
2398,south,sport,web,267
2399,west,home,store,284
2400,west,book,app,301
2401,west,toy,app,318
2402,east,digital,web,335
2403,west,digital,web,352
2404,east,sport,web,369
2405,south,beauty,web,386
2406,east,digital,app,403
2407,west,digital,app,420
2408,west,beauty,app,437
2409,west,beauty,store,454
2410,west,food,app,471
2411,north,office,store,488
2412,east,book,web,5
2413,south,beauty,app,22
2414,west,sport,app,39
2415,south,sport,store,56
2416,south,food,web,73
2417,west,book,store,90
2418,south,book,store,107
2419,south,digital,app,124
2420,north,toy,store,141
2421,west,food,store,158
2422,east,food,store,175
2423,east,home,store,192
2424,west,book,web,209
2425,west,beauty,web,226
2426,north,office,web,243
2427,south,office,store,260
2428,south,book,web,277
2429,east,beauty,web,294
2430,east,food,store,311
2431,east,food,store,328
2432,north,toy,web,345
2433,west,digital,store,362
2434,north,home,store,379
2435,west,food,web,396
2436,west,book,store,413
2437,south,office,store,430
2438,west,beauty,web,447
2439,south,office,app,464
2440,north,toy,store,481
2441,south,toy,web,498
2442,west,office,store,15
2443,north,sport,app,32
2444,west,beauty,app,49
2445,west,book,store,66
2446,south,book,web,83
2447,south,home,app,100
2448,north,office,app,117
2449,west,sport,app,134
2450,east,sport,app,151
2451,east,sport,store,168
2452,west,office,web,185
2453,south,office,app,202
2454,south,digital,app,219
2455,west,beauty,store,236
2456,north,digital,app,253
2457,east,toy,store,270
2458,south,beauty,web,287
2459,south,book,web,304
2460,north,book,store,321
2461,east,sport,app,338
2462,north,toy,web,355
2463,east,digital,store,372
2464,north,beauty,web,389
2465,west,beauty,store,406
2466,east,office,web,423
2467,west,toy,app,440
2468,east,beauty,web,457
2469,south,food,web,474
2470,south,toy,store,491
2471,south,home,store,8
2472,south,home,web,25
2473,north,toy,store,42
2474,west,home,store,59
2475,north,food,web,76
2476,east,office,store,93
2477,west,toy,app,110
2478,east,home,web,127
2479,east,home,app,144
2480,south,digital,app,161
2481,south,sport,store,178
2482,east,office,web,195
2483,east,food,web,212
2484,south,toy,app,229
2485,west,office,app,246
2486,south,office,app,263
2487,east,home,app,280
2488,east,food,web,297
2489,north,office,store,314
2490,south,office,web,331
2491,north,digital,store,348
2492,east,office,store,365
2493,south,home,app,382
2494,west,home,web,399
2495,west,office,app,416
2496,north,toy,app,433
2497,east,sport,store,450
2498,east,book,app,467
2499,south,home,web,484
2500,north,digital,store,1
2501,east,office,app,18
2502,west,beauty,web,35
2503,east,sport,app,52
2504,west,toy,store,69
2505,north,food,store,86
2506,east,book,store,103
2507,west,office,app,120
2508,west,home,web,137
2509,north,book,store,154
2510,north,digital,store,171
2511,north,digital,app,188
2512,east,toy,app,205
2513,north,food,app,222
2514,south,home,app,239
2515,north,beauty,app,256
2516,north,digital,store,273
2517,east,sport,app,290
2518,east,digital,web,307
2519,west,digital,web,324
2520,south,beauty,app,341
2521,north,book,web,358
2522,north,toy,app,375
2523,south,food,app,392
2524,north,book,app,409
2525,west,office,store,426
2526,west,digital,app,443
2527,west,home,app,460
2528,west,office,app,477
2529,west,sport,app,494
2530,north,office,app,11
2531,east,sport,app,28
2532,west,toy,web,45
2533,west,beauty,web,62
2534,south,book,web,79
2535,east,book,app,96
2536,east,office,app,113
2537,south,home,web,130
2538,east,food,app,147
2539,east,sport,app,164
2540,north,beauty,web,181
2541,north,office,app,198
2542,south,digital,app,215
2543,west,home,store,232
2544,east,food,app,249
2545,west,food,store,266
2546,west,food,app,283
2547,west,digital,app,300
2548,south,food,store,317
2549,west,office,store,334
2550,north,beauty,web,351
2551,south,office,web,368
2552,west,book,web,385
2553,east,food,store,402
2554,east,digital,store,419
2555,east,beauty,store,436
2556,north,sport,app,453
2557,west,book,store,470
2558,east,office,store,487
2559,north,beauty,web,4
2560,south,toy,web,21
2561,north,sport,app,38
2562,east,beauty,app,55
2563,west,beauty,web,72
2564,east,sport,store,89
2565,south,food,web,106
2566,east,food,store,123
2567,north,book,web,140
2568,south,sport,store,157
2569,north,beauty,app,174
2570,north,food,web,191
2571,east,beauty,app,208
2572,south,food,web,225
2573,north,digital,web,242
2574,north,home,web,259
2575,north,digital,store,276
2576,north,toy,web,293
2577,north,toy,store,310
2578,south,book,web,327
2579,south,beauty,store,344
2580,south,home,store,361
2581,north,sport,web,378
2582,south,beauty,app,395
2583,north,digital,app,412
2584,south,home,app,429
2585,west,office,store,446
2586,west,office,store,463
2587,north,book,store,480
2588,east,digital,web,497
2589,west,sport,web,14
2590,north,food,store,31
2591,north,food,app,48
2592,north,beauty,app,65
2593,north,toy,app,82
2594,north,sport,store,99
2595,north,home,app,116
2596,south,sport,store,133
2597,west,toy,store,150
2598,east,office,app,167
2599,north,home,store,184
2600,west,toy,app,201
2601,north,office,web,218
2602,north,book,web,235
2603,north,toy,web,252
2604,north,home,app,269
2605,east,beauty,store,286
2606,west,digital,app,303
2607,east,office,store,320
2608,west,office,web,337
2609,east,sport,app,354
2610,east,toy,store,371
2611,west,book,web,388
2612,east,sport,web,405
2613,west,home,store,422
2614,west,food,app,439
2615,east,home,store,456
2616,east,book,web,473
2617,west,digital,web,490
2618,east,home,app,7
2619,south,home,store,24
2620,east,digital,app,41
2621,east,toy,store,58
2622,north,sport,web,75
2623,north,toy,web,92
2624,east,book,store,109
2625,east,office,web,126
2626,south,digital,app,143
2627,east,home,store,160
2628,north,food,web,177
2629,east,office,app,194
2630,south,digital,web,211
2631,east,food,app,228
2632,west,digital,web,245
2633,east,home,store,262
2634,east,toy,app,279
2635,west,digital,store,296
2636,north,office,web,313
2637,south,home,web,330
2638,north,sport,store,347
2639,south,sport,web,364
2640,west,toy,app,381
2641,north,book,web,398
2642,north,food,app,415
2643,west,digital,app,432
2644,north,book,app,449
2645,north,home,web,466
2646,south,digital,web,483
2647,south,beauty,app,500
2648,west,office,app,17
2649,west,toy,app,34
2650,east,sport,app,51
2651,west,book,store,68
2652,north,book,store,85
2653,east,beauty,web,102
2654,east,toy,web,119
2655,west,digital,app,136
2656,south,book,store,153
2657,south,beauty,web,170
2658,east,toy,store,187
2659,south,sport,app,204
2660,west,sport,store,221
2661,west,book,store,238
2662,east,beauty,web,255
2663,west,home,store,272
2664,east,home,web,289
2665,south,office,app,306
2666,north,home,app,323
2667,north,digital,app,340
2668,west,beauty,store,357
2669,south,toy,app,374
2670,west,book,web,391
2671,south,office,store,408
2672,south,office,store,425
2673,north,office,store,442
2674,north,book,web,459
2675,south,book,app,476
2676,south,office,web,493
2677,west,toy,app,10
2678,south,toy,store,27
2679,west,home,web,44
2680,north,food,app,61
2681,north,food,app,78
2682,west,book,store,95
2683,north,office,app,112
2684,east,beauty,app,129
2685,west,toy,app,146
2686,east,toy,store,163
2687,west,beauty,store,180
2688,west,book,store,197
2689,north,office,store,214
2690,west,toy,app,231
2691,north,office,web,248
2692,east,book,app,265
2693,north,home,app,282
2694,south,toy,store,299
2695,south,home,store,316
2696,east,office,store,333
2697,east,food,app,350
2698,west,book,web,367
2699,south,food,app,384
2700,south,beauty,web,401
2701,south,book,web,418
2702,north,food,app,435
2703,west,digital,web,452
2704,south,digital,store,469
2705,north,beauty,store,486
2706,east,beauty,app,3
2707,south,office,app,20
2708,east,food,web,37
2709,south,digital,web,54
2710,north,beauty,app,71
2711,west,food,store,88
2712,east,office,store,105
2713,east,digital,store,122
2714,south,office,web,139
2715,north,beauty,app,156
2716,north,beauty,app,173
2717,south,digital,store,190
2718,east,digital,web,207
2719,west,digital,web,224
2720,north,home,web,241
2721,south,digital,app,258
2722,west,book,store,275
2723,north,book,web,292
2724,west,toy,store,309
2725,west,office,web,326
2726,south,office,store,343
2727,south,office,store,360
2728,west,book,store,377
2729,west,sport,store,394
2730,east,toy,web,411
2731,north,book,web,428
2732,west,toy,web,445
2733,west,beauty,web,462
2734,west,beauty,store,479
2735,east,beauty,app,496
2736,north,home,web,13
2737,west,home,app,30
2738,west,digital,store,47
2739,north,food,store,64
2740,west,digital,app,81
2741,south,toy,store,98
2742,south,toy,store,115
2743,south,home,app,132
2744,north,food,app,149
2745,west,toy,web,166
2746,north,book,web,183
2747,east,toy,web,200
2748,south,office,web,217
2749,east,beauty,web,234
2750,west,toy,store,251
2751,east,sport,store,268
2752,south,beauty,app,285
2753,south,home,web,302
2754,north,digital,store,319
2755,north,book,web,336
2756,west,food,web,353
2757,west,digital,app,370
2758,east,office,app,387
2759,east,food,web,404
2760,east,book,app,421
2761,south,office,web,438
2762,south,sport,store,455
2763,north,toy,web,472
2764,north,book,app,489
2765,north,toy,store,6
2766,west,food,app,23
2767,north,sport,web,40
2768,east,food,web,57
2769,east,digital,app,74
2770,west,beauty,app,91
2771,south,sport,web,108
2772,north,beauty,app,125
2773,south,home,store,142
2774,east,digital,store,159
2775,north,office,web,176
2776,east,book,app,193
2777,east,beauty,app,210
2778,west,office,store,227
2779,south,toy,web,244
2780,north,food,store,261
2781,east,digital,store,278
2782,south,toy,app,295
2783,west,book,app,312
2784,north,office,app,329
2785,south,digital,store,346
2786,south,beauty,web,363
2787,west,toy,web,380
2788,south,home,web,397
2789,south,office,app,414
2790,south,office,app,431
2791,west,office,store,448
2792,west,toy,web,465
2793,south,digital,web,482
2794,west,digital,web,499
2795,south,sport,web,16
2796,north,digital,web,33
2797,south,home,app,50
2798,north,toy,app,67
2799,north,beauty,web,84
2800,south,beauty,store,101
2801,south,beauty,app,118
2802,west,office,store,135
2803,south,digital,app,152
2804,south,beauty,app,169
2805,north,toy,web,186
2806,south,food,store,203
2807,west,toy,web,220
2808,south,beauty,store,237
2809,east,beauty,store,254
2810,north,digital,app,271
2811,north,home,store,288
2812,east,home,app,305
2813,east,office,web,322
2814,east,digital,web,339
2815,north,toy,app,356
2816,west,beauty,app,373
2817,west,book,web,390
2818,east,toy,app,407
2819,north,office,app,424
2820,south,beauty,web,441
2821,north,home,web,458
2822,south,digital,web,475
2823,east,home,store,492
2824,west,sport,web,9
2825,north,office,app,26
2826,east,book,app,43
2827,north,book,app,60
2828,east,food,store,77
2829,east,home,web,94
2830,south,beauty,store,111
2831,north,office,app,128
2832,west,sport,app,145
2833,south,sport,store,162
2834,north,office,app,179
2835,east,office,store,196
2836,west,home,web,213
2837,west,toy,web,230
2838,south,digital,app,247
2839,north,office,store,264
2840,south,home,app,281
2841,east,digital,web,298
2842,west,digital,store,315
2843,south,sport,store,332
2844,south,toy,store,349
2845,north,toy,web,366
2846,north,digital,app,383
2847,north,beauty,store,400
2848,west,office,app,417
2849,east,digital,web,434
2850,west,food,app,451
2851,north,sport,web,468
2852,east,book,app,485
2853,north,toy,web,2
2854,west,digital,store,19
2855,south,office,store,36
2856,west,digital,web,53
2857,north,book,web,70
2858,south,beauty,app,87
2859,north,beauty,store,104
2860,south,beauty,app,121
2861,south,food,store,138
2862,north,office,store,155
2863,west,home,app,172
2864,west,sport,app,189
2865,east,book,store,206
2866,south,sport,web,223
2867,east,food,store,240
2868,west,food,app,257
2869,north,beauty,web,274
2870,south,book,app,291
2871,east,beauty,app,308
2872,east,book,app,325
2873,south,office,app,342
2874,west,home,web,359
2875,east,home,store,376
2876,north,sport,web,393
2877,south,book,store,410
2878,west,home,web,427
2879,west,book,store,444
2880,east,digital,app,461
2881,north,beauty,store,478
2882,south,book,store,495
2883,north,digital,web,12
2884,south,office,store,29
2885,north,digital,store,46
2886,north,sport,web,63
2887,south,home,store,80
2888,east,toy,web,97
2889,south,office,store,114
2890,west,beauty,store,131
2891,south,sport,web,148
2892,south,book,app,165
2893,south,toy,store,182
2894,east,sport,app,199
2895,south,digital,web,216
2896,south,sport,app,233
2897,east,book,web,250
2898,west,office,app,267
2899,north,sport,web,284
2900,west,beauty,app,301
2901,west,book,app,318
2902,north,office,app,335
2903,south,digital,app,352
2904,north,food,web,369
2905,east,book,web,386
2906,west,digital,web,403
2907,south,home,web,420
2908,west,digital,store,437
2909,east,toy,app,454
2910,east,sport,store,471
2911,east,office,app,488
2912,east,book,store,5
2913,south,food,web,22
2914,south,digital,web,39
2915,south,office,store,56
2916,north,office,web,73
2917,west,beauty,store,90
2918,west,food,web,107
2919,east,toy,app,124
2920,east,digital,web,141
2921,south,office,store,158
2922,north,food,store,175
2923,north,office,app,192
2924,south,home,web,209
2925,east,home,store,226
2926,east,home,app,243
2927,west,office,store,260
2928,west,beauty,web,277
2929,east,food,store,294
2930,south,home,app,311
2931,west,sport,app,328
2932,north,sport,web,345
2933,east,beauty,store,362
2934,east,digital,app,379
2935,west,home,store,396
2936,north,food,store,413
2937,north,toy,app,430
2938,north,toy,store,447
2939,south,food,app,464
2940,west,food,store,481
2941,south,food,web,498
2942,east,home,store,15
2943,south,food,app,32
2944,south,home,app,49
2945,south,toy,app,66
2946,north,beauty,web,83
2947,north,home,app,100
2948,south,book,app,117
2949,north,food,app,134
2950,north,sport,web,151
2951,south,home,web,168
2952,east,book,store,185
2953,north,home,web,202
2954,south,toy,web,219
2955,south,digital,web,236
2956,east,sport,web,253
2957,east,digital,web,270
2958,east,food,web,287
2959,south,home,app,304
2960,north,toy,store,321
2961,south,food,store,338
2962,east,beauty,app,355
2963,west,digital,web,372
2964,west,sport,app,389
2965,east,office,web,406
2966,north,book,web,423
2967,south,food,app,440
2968,north,home,store,457
2969,south,beauty,app,474
2970,north,beauty,store,491
2971,east,home,store,8
2972,south,sport,app,25
2973,west,food,app,42
2974,north,office,store,59
2975,west,food,web,76
2976,north,book,store,93
2977,south,sport,web,110
2978,south,toy,web,127
2979,east,food,store,144
2980,north,beauty,store,161
2981,west,beauty,store,178
2982,east,book,store,195
2983,west,beauty,store,212
2984,south,food,web,229
2985,north,book,store,246
2986,east,sport,store,263
2987,north,digital,store,280
2988,east,office,store,297
2989,west,food,web,314
2990,east,book,store,331
2991,east,digital,store,348
2992,south,home,app,365
2993,west,office,store,382
2994,east,toy,web,399
2995,east,beauty,web,416
2996,north,home,store,433
2997,north,office,store,450
2998,north,home,web,467
2999,east,sport,store,484
3000,north,sport,store,1
3001,east,home,store,18
3002,west,office,app,35
3003,east,food,web,52
3004,south,office,web,69
3005,north,home,web,86
3006,east,toy,app,103
3007,west,toy,app,120
3008,west,food,app,137
3009,south,toy,web,154
3010,south,digital,app,171
3011,north,beauty,web,188
3012,south,food,app,205
3013,north,sport,store,222
3014,south,home,store,239
3015,east,home,app,256
3016,north,food,store,273
3017,north,book,web,290
3018,east,toy,store,307
3019,east,home,store,324
3020,north,beauty,store,341
3021,south,home,app,358
3022,south,sport,store,375
3023,south,food,web,392
3024,north,sport,store,409
3025,east,home,web,426
3026,east,digital,web,443
3027,west,book,app,460
3028,south,home,app,477
3029,south,beauty,web,494
3030,north,food,app,11
3031,west,beauty,web,28
3032,south,home,store,45
3033,north,home,app,62
3034,north,office,store,79
3035,north,toy,web,96
3036,north,beauty,web,113
3037,south,sport,web,130
3038,east,sport,store,147
3039,east,book,store,164
3040,north,beauty,app,181
3041,west,home,web,198
3042,south,book,app,215
3043,west,home,app,232
3044,north,office,web,249
3045,west,home,app,266
3046,north,book,web,283
3047,west,book,store,300
3048,east,home,app,317
3049,west,sport,store,334
3050,north,sport,web,351
3051,south,home,app,368
3052,east,office,web,385
3053,north,office,web,402
3054,west,digital,web,419
3055,west,beauty,web,436
3056,east,digital,web,453
3057,west,food,app,470
3058,south,digital,web,487
3059,east,food,store,4
3060,west,food,web,21
3061,north,book,web,38
3062,north,home,app,55
3063,east,digital,web,72
3064,south,office,store,89
3065,south,toy,web,106
3066,south,toy,web,123
3067,west,digital,app,140
3068,south,food,store,157
3069,north,digital,store,174
3070,north,sport,store,191
3071,north,beauty,store,208
3072,east,toy,store,225
3073,west,food,store,242
3074,east,beauty,web,259
3075,east,home,web,276
3076,south,toy,store,293
3077,south,food,store,310
3078,south,digital,app,327
3079,north,book,app,344
3080,north,book,store,361
3081,south,food,store,378
3082,south,home,app,395
3083,east,book,app,412
3084,north,digital,web,429
3085,west,sport,web,446
3086,south,home,app,463
3087,east,food,web,480
3088,west,beauty,web,497
3089,south,food,app,14
3090,west,toy,web,31
3091,west,digital,store,48
3092,west,home,store,65
3093,south,sport,store,82
3094,south,office,web,99
3095,east,food,app,116
3096,north,sport,store,133
3097,north,office,app,150
3098,north,toy,app,167
3099,north,beauty,web,184
3100,west,digital,app,201
3101,west,toy,web,218
3102,west,sport,web,235
3103,north,home,app,252
3104,north,home,web,269
3105,west,book,store,286
3106,east,office,web,303
3107,north,office,store,320
3108,west,book,web,337
3109,south,office,web,354
3110,north,office,store,371
3111,north,food,store,388
3112,north,toy,store,405
3113,north,food,app,422
3114,south,toy,app,439
3115,west,digital,store,456
3116,west,sport,store,473
3117,west,home,web,490
3118,north,toy,app,7
3119,south,food,app,24
3120,east,sport,web,41
3121,west,office,app,58
3122,west,beauty,web,75
3123,west,office,app,92
3124,south,beauty,app,109
3125,east,beauty,web,126
3126,west,toy,app,143
3127,north,sport,app,160
3128,south,food,app,177
3129,east,beauty,app,194
3130,east,home,web,211
3131,east,sport,store,228
3132,west,office,app,245
3133,east,food,app,262
3134,east,beauty,store,279
3135,south,home,app,296
3136,west,beauty,web,313
3137,south,toy,app,330
3138,west,beauty,web,347
3139,south,beauty,app,364
3140,north,beauty,app,381
3141,east,toy,web,398
3142,east,book,store,415
3143,east,digital,store,432
3144,west,food,app,449
3145,west,home,web,466
3146,north,toy,app,483
3147,south,digital,store,500
3148,east,home,store,17
3149,north,sport,app,34
3150,west,sport,app,51
3151,south,food,app,68
3152,west,home,app,85
3153,west,office,app,102
3154,north,book,app,119
3155,west,beauty,store,136
3156,south,home,web,153
3157,west,food,app,170
3158,west,office,web,187
3159,south,digital,app,204
3160,east,home,app,221
3161,east,book,app,238
3162,west,book,app,255
3163,north,digital,store,272
3164,south,office,app,289
3165,south,digital,web,306
3166,west,home,web,323
3167,south,beauty,app,340
3168,north,beauty,store,357
3169,west,toy,store,374
3170,south,toy,store,391
3171,north,toy,app,408
3172,south,book,app,425
3173,east,book,app,442
3174,east,book,app,459
3175,east,sport,web,476
3176,north,toy,app,493
3177,north,digital,store,10
3178,east,office,app,27
3179,north,toy,store,44
3180,north,office,app,61
3181,south,office,store,78
3182,east,sport,store,95
3183,north,food,web,112
3184,east,sport,web,129
3185,south,toy,store,146
3186,west,office,web,163
3187,south,office,store,180
3188,south,food,store,197
3189,north,food,app,214
3190,north,office,web,231
3191,north,digital,store,248
3192,north,toy,app,265
3193,east,food,web,282
3194,south,toy,web,299
3195,north,digital,store,316
3196,south,toy,store,333
3197,north,toy,web,350
3198,north,sport,store,367
3199,west,home,web,384
3200,south,digital,store,401
3201,west,digital,store,418
3202,west,beauty,app,435
3203,east,food,web,452
3204,west,digital,app,469
3205,east,sport,app,486
3206,west,book,store,3
3207,east,food,store,20
3208,east,book,web,37
3209,east,book,app,54
3210,north,food,store,71
3211,south,book,app,88
3212,east,food,app,105
3213,north,book,app,122
3214,west,book,web,139
3215,north,book,web,156
3216,west,book,app,173
3217,north,digital,app,190
3218,north,home,web,207
3219,north,beauty,app,224
3220,north,digital,web,241
3221,south,toy,app,258
3222,west,sport,store,275
3223,north,office,app,292
3224,west,office,store,309
3225,west,sport,store,326
3226,east,food,app,343
3227,north,toy,store,360
3228,west,toy,web,377
3229,south,sport,web,394
3230,north,toy,store,411
3231,south,sport,web,428
3232,north,digital,store,445
3233,east,home,app,462
3234,west,food,store,479
3235,west,food,store,496
