id,region,amount,status
2630,north,29,ok
2631,north,30,review
2632,north,31,ok
2633,north,32,ok
2634,north,33,ok
2635,north,34,ok
2636,north,35,review
2637,north,36,ok
2638,north,37,ok
2639,north,38,ok
2640,north,39,ok
2641,north,40,review
2642,north,41,ok
2643,north,42,ok
2644,north,43,ok
2645,north,44,ok
2646,north,45,review
2647,north,46,ok
2648,north,47,ok
2649,north,48,ok
2650,north,49,ok
2651,north,50,review
2652,north,51,ok
2653,north,52,ok
2654,north,53,ok
2655,north,54,ok
2656,north,55,review
2657,north,56,ok
2658,north,57,ok
2659,north,58,ok
2660,north,59,ok
2661,north,60,review
2662,north,61,ok
2663,north,62,ok
2664,north,63,ok
2665,north,64,ok
2666,north,65,review
2667,north,66,ok
2668,north,67,ok
2669,north,68,ok
2670,north,69,ok
2671,north,70,review
2672,north,71,ok
2673,north,72,ok
2674,north,73,ok
2675,north,74,ok
2676,north,75,review
2677,north,76,ok
2678,north,77,ok
2679,north,78,ok
2680,north,79,ok
2681,north,80,review
2682,north,81,ok
2683,north,82,ok
2684,north,83,ok
2685,north,84,ok
2686,north,85,review
2687,north,86,ok
2688,north,87,ok
2689,north,88,ok
2690,north,89,ok
2691,north,90,review
2692,north,91,ok
2693,north,92,ok
2694,north,93,ok
2695,north,94,ok
2696,north,95,review
2697,north,96,ok
2698,north,97,ok
2699,north,98,ok
2700,north,99,ok
2701,north,0,review
2702,north,1,ok
2703,north,2,ok
2704,north,3,ok
2705,north,4,ok
2706,north,5,review
2707,north,6,ok
2708,north,7,ok
2709,north,8,ok
2710,north,9,ok
2711,north,10,review
2712,north,11,ok
2713,north,12,ok
2714,north,13,ok
2715,north,14,ok
2716,north,15,review
2717,north,16,ok
2718,north,17,ok
2719,north,18,ok
2720,north,19,ok
2721,north,20,review
2722,north,21,ok
2723,north,22,ok
2724,north,23,ok
2725,north,24,ok
2726,north,25,review
2727,north,26,ok
2728,north,27,ok
2729,north,28,ok
2730,north,29,ok
2731,north,30,review
2732,north,31,ok
2733,north,32,ok
2734,north,33,ok
2735,north,34,ok
2736,north,35,review
2737,north,36,ok
2738,north,37,ok
2739,north,38,ok
2740,north,39,ok
2741,north,40,review
2742,north,41,ok
2743,north,42,ok
2744,north,43,ok
2745,north,44,ok
2746,north,45,review
2747,north,46,ok
2748,north,47,ok
2749,north,48,ok
2750,north,49,ok
2751,north,50,review
2752,north,51,ok
2753,north,52,ok
2754,north,53,ok
2755,north,54,ok
2756,north,55,review
2757,north,56,ok
2758,north,57,ok
2759,north,58,ok
2760,north,59,ok
2761,north,60,review
2762,north,61,ok
2763,north,62,ok
2764,north,63,ok
2765,north,64,ok
2766,north,65,review
2767,north,66,ok
2768,north,67,ok
2769,north,68,ok
2770,north,69,ok
2771,north,70,review
2772,north,71,ok
2773,north,72,ok
2774,north,73,ok
2775,north,74,ok
2776,north,75,review
2777,north,76,ok
2778,north,77,ok
2779,north,78,ok
2780,north,79,ok
2781,north,80,review
2782,north,81,ok
2783,north,82,ok
2784,north,83,ok
2785,north,84,ok
2786,north,85,review
2787,north,86,ok
2788,north,87,ok
2789,north,88,ok
2790,north,89,ok
2791,north,90,review
2792,north,91,ok
2793,north,92,ok
2794,north,93,ok
2795,north,94,ok
2796,north,95,review
2797,north,96,ok
2798,north,97,ok
2799,north,98,ok
2800,north,99,ok
2801,north,0,review
2802,north,1,ok
2803,north,2,ok
2804,north,3,ok
2805,north,4,ok
2806,north,5,review
2807,north,6,ok
2808,north,7,ok
2809,north,8,ok
2810,north,9,ok
2811,north,10,review
2812,north,11,ok
2813,north,12,ok
2814,north,13,ok
2815,north,14,ok
2816,north,15,review
2817,north,16,ok
2818,north,17,ok
2819,north,18,ok
2820,north,19,ok
2821,north,20,review
2822,north,21,ok
2823,north,22,ok
2824,north,23,ok
2825,north,24,ok
2826,north,25,review
2827,north,26,ok
2828,north,27,ok
2829,north,28,ok
2830,north,29,ok
2831,north,30,review
2832,north,31,ok
2833,north,32,ok
2834,north,33,ok
2835,north,34,ok
2836,north,35,review
2837,north,36,ok
2838,north,37,ok
2839,north,38,ok
2840,north,39,ok
2841,north,40,review
2842,north,41,ok
2843,north,42,ok
2844,north,43,ok
2845,north,44,ok
2846,north,45,review
2847,north,46,ok
2848,north,47,ok
2849,north,48,ok
2850,north,49,ok
2851,north,50,review
2852,north,51,ok
2853,north,52,ok
2854,north,53,ok
2855,north,54,ok
2856,north,55,review
2857,north,56,ok
2858,north,57,ok
2859,north,58,ok
2860,north,59,ok
2861,north,60,review
2862,north,61,ok
2863,north,62,ok
2864,north,63,ok
2865,north,64,ok
2866,north,65,review
2867,north,66,ok
2868,north,67,ok
2869,north,68,ok
2870,north,69,ok
2871,north,70,review
2872,north,71,ok
2873,north,72,ok
2874,north,73,ok
2875,north,74,ok
2876,north,75,review
2877,north,76,ok
2878,north,77,ok
2879,north,78,ok
2880,north,79,ok
2881,north,80,review
2882,north,81,ok
2883,north,82,ok
2884,north,83,ok
2885,north,84,ok
2886,north,85,review
2887,north,86,ok
2888,north,87,ok
2889,north,88,ok
2890,north,89,ok
2891,north,90,review
2892,north,91,ok
2893,north,92,ok
2894,north,93,ok
2895,north,94,ok
2896,north,95,review
2897,north,96,ok
2898,north,97,ok
2899,north,98,ok
2900,north,99,ok
2901,north,0,review
2902,north,1,ok
2903,north,2,ok
2904,north,3,ok
2905,north,4,ok
2906,north,5,review
2907,north,6,ok
2908,north,7,ok
2909,north,8,ok
2910,north,9,ok
2911,north,10,review
2912,north,11,ok
2913,north,12,ok
2914,north,13,ok
2915,north,14,ok
2916,north,15,review
2917,north,16,ok
2918,north,17,ok
2919,north,18,ok
2920,north,19,ok
2921,north,20,review
2922,north,21,ok
2923,north,22,ok
2924,north,23,ok
2925,north,24,ok
2926,north,25,review
2927,north,26,ok
2928,north,27,ok
2929,north,28,ok
2930,north,29,ok
2931,north,30,review
2932,north,31,ok
2933,north,32,ok
2934,north,33,ok
2935,north,34,ok
2936,north,35,review
2937,north,36,ok
2938,north,37,ok
2939,north,38,ok
2940,north,39,ok
2941,north,40,review
2942,north,41,ok
2943,north,42,ok
2944,north,43,ok
2945,north,44,ok
2946,north,45,review
2947,north,46,ok
2948,north,47,ok
2949,north,48,ok
2950,north,49,ok
2951,north,50,review
2952,north,51,ok
2953,north,52,ok
2954,north,53,ok
2955,north,54,ok
2956,north,55,review
2957,north,56,ok
2958,north,57,ok
2959,north,58,ok
2960,north,59,ok
2961,north,60,review
2962,north,61,ok
2963,north,62,ok
2964,north,63,ok
2965,north,64,ok
2966,north,65,review
2967,north,66,ok
2968,north,67,ok
2969,north,68,ok
2970,north,69,ok
2971,north,70,review
2972,north,71,ok
2973,north,72,ok
2974,north,73,ok
2975,north,74,ok
2976,north,75,review
2977,north,76,ok
2978,north,77,ok
2979,north,78,ok
2980,north,79,ok
2981,north,80,review
2982,north,81,ok
2983,north,82,ok
2984,north,83,ok
2985,north,84,ok
2986,north,85,review
2987,north,86,ok
2988,north,87,ok
2989,north,88,ok
2990,north,89,ok
2991,north,90,review
2992,north,91,ok
2993,north,92,ok
2994,north,93,ok
2995,north,94,ok
2996,north,95,review
2997,north,96,ok
2998,north,97,ok
2999,north,98,ok
3000,north,99,ok
3001,south,1000,review
3002,south,1001,ok
3003,south,1002,ok
3004,south,1003,ok
3005,south,1004,ok
3006,south,1005,review
3007,south,1006,ok
3008,south,1007,ok
3009,south,1008,ok
3010,south,1009,ok
3011,south,1010,review
3012,south,1011,ok
3013,south,1012,ok
3014,south,1013,ok
3015,south,1014,ok
3016,south,1015,review
3017,south,1016,ok
3018,south,1017,ok
3019,south,1018,ok
3020,south,1019,ok
3021,south,1020,review
3022,south,1021,ok
3023,south,1022,ok
3024,south,1023,ok
3025,south,1024,ok
3026,south,1025,review
3027,south,1026,ok
3028,south,1027,ok
3029,south,1028,ok
3030,south,1029,ok
3031,south,1030,review
3032,south,1031,ok
3033,south,1032,ok
3034,south,1033,ok
3035,south,1034,ok
3036,south,1035,review
3037,south,1036,ok
3038,south,1037,ok
3039,south,1038,ok
3040,south,1039,ok
3041,south,1040,review
3042,south,1041,ok
3043,south,1042,ok
3044,south,1043,ok
3045,south,1044,ok
3046,south,1045,review
3047,south,1046,ok
3048,south,1047,ok
3049,south,1048,ok
3050,south,1049,ok
3051,south,1050,review
3052,south,1051,ok
3053,south,1052,ok
3054,south,1053,ok
3055,south,1054,ok
3056,south,1055,review
3057,south,1056,ok
3058,south,1057,ok
3059,south,1058,ok
3060,south,1059,ok
3061,south,1060,review
3062,south,1061,ok
3063,south,1062,ok
3064,south,1063,ok
3065,south,1064,ok
3066,south,1065,review
3067,south,1066,ok
3068,south,1067,ok
3069,south,1068,ok
3070,south,1069,ok
3071,south,1070,review
3072,south,1071,ok
3073,south,1072,ok
3074,south,1073,ok
3075,south,1074,ok
3076,south,1075,review
3077,south,1076,ok
3078,south,1077,ok
3079,south,1078,ok
3080,south,1079,ok
3081,south,1080,review
3082,south,1081,ok
3083,south,1082,ok
3084,south,1083,ok
3085,south,1084,ok
3086,south,1085,review
3087,south,1086,ok
3088,south,1087,ok
3089,south,1088,ok
3090,south,1089,ok
3091,south,1090,review
3092,south,1091,ok
3093,south,1092,ok
3094,south,1093,ok
3095,south,1094,ok
3096,south,1095,review
3097,south,1096,ok
3098,south,1097,ok
3099,south,1098,ok
3100,south,1099,ok
3101,south,1000,review
3102,south,1001,ok
3103,south,1002,ok
3104,south,1003,ok
3105,south,1004,ok
3106,south,1005,review
3107,south,1006,ok
3108,south,1007,ok
3109,south,1008,ok
3110,south,1009,ok
3111,south,1010,review
3112,south,1011,ok
3113,south,1012,ok
3114,south,1013,ok
3115,south,1014,ok
3116,south,1015,review
3117,south,1016,ok
3118,south,1017,ok
3119,south,1018,ok
3120,south,1019,ok
3121,south,1020,review
3122,south,1021,ok
3123,south,1022,ok
3124,south,1023,ok
3125,south,1024,ok
3126,south,1025,review
3127,south,1026,ok
3128,south,1027,ok
3129,south,1028,ok
3130,south,1029,ok
3131,south,1030,review
3132,south,1031,ok
3133,south,1032,ok
3134,south,1033,ok
3135,south,1034,ok
3136,south,1035,review
3137,south,1036,ok
3138,south,1037,ok
3139,south,1038,ok
3140,south,1039,ok
3141,south,1040,review
3142,south,1041,ok
3143,south,1042,ok
3144,south,1043,ok
3145,south,1044,ok
3146,south,1045,review
3147,south,1046,ok
3148,south,1047,ok
3149,south,1048,ok
3150,south,1049,ok
3151,south,1050,review
3152,south,1051,ok
3153,south,1052,ok
3154,south,1053,ok
3155,south,1054,ok
3156,south,1055,review
3157,south,1056,ok
3158,south,1057,ok
3159,south,1058,ok
3160,south,1059,ok
3161,south,1060,review
3162,south,1061,ok
3163,south,1062,ok
3164,south,1063,ok
3165,south,1064,ok
3166,south,1065,review
3167,south,1066,ok
3168,south,1067,ok
3169,south,1068,ok
3170,south,1069,ok
3171,south,1070,review
3172,south,1071,ok
3173,south,1072,ok
3174,south,1073,ok
3175,south,1074,ok
3176,south,1075,review
3177,south,1076,ok
3178,south,1077,ok
3179,south,1078,ok
3180,south,1079,ok
3181,south,1080,review
3182,south,1081,ok
3183,south,1082,ok
3184,south,1083,ok
3185,south,1084,ok
3186,south,1085,review
3187,south,1086,ok
3188,south,1087,ok
3189,south,1088,ok
3190,south,1089,ok
3191,south,1090,review
3192,south,1091,ok
3193,south,1092,ok
3194,south,1093,ok
3195,south,1094,ok
3196,south,1095,review
3197,south,1096,ok
3198,south,1097,ok
3199,south,1098,ok
3200,south,1099,ok
3201,south,1000,review
3202,south,1001,ok
3203,south,1002,ok
3204,south,1003,ok
3205,south,1004,ok
3206,south,1005,review
3207,south,1006,ok
3208,south,1007,ok
3209,south,1008,ok
3210,south,1009,ok
3211,south,1010,review
3212,south,1011,ok
3213,south,1012,ok
3214,south,1013,ok
3215,south,1014,ok
3216,south,1015,review
3217,south,1016,ok
3218,south,1017,ok
3219,south,1018,ok
3220,south,1019,ok
3221,south,1020,review
3222,south,1021,ok
3223,south,1022,ok
3224,south,1023,ok
3225,south,1024,ok
3226,south,1025,review
3227,south,1026,ok
3228,south,1027,ok
3229,south,1028,ok
3230,south,1029,ok
3231,south,1030,review
3232,south,1031,ok
3233,south,1032,ok
3234,south,1033,ok
3235,south,1034,ok
3236,south,1035,review
3237,south,1036,ok
3238,south,1037,ok
3239,south,1038,ok
3240,south,1039,ok
3241,south,1040,review
3242,south,1041,ok
3243,south,1042,ok
3244,south,1043,ok
3245,south,1044,ok
3246,south,1045,review
3247,south,1046,ok
3248,south,1047,ok
3249,south,1048,ok
3250,south,1049,ok
3251,south,1050,review
3252,south,1051,ok
3253,south,1052,ok
3254,south,1053,ok
3255,south,1054,ok
3256,south,1055,review
3257,south,1056,ok
3258,south,1057,ok
3259,south,1058,ok
3260,south,1059,ok
3261,south,1060,review
3262,south,1061,ok
3263,south,1062,ok
3264,south,1063,ok
3265,south,1064,ok
3266,south,1065,review
3267,south,1066,ok
3268,south,1067,ok
3269,south,1068,ok
3270,south,1069,ok
3271,south,1070,review
3272,south,1071,ok
3273,south,1072,ok
3274,south,1073,ok
3275,south,1074,ok
3276,south,1075,review
3277,south,1076,ok
3278,south,1077,ok
3279,south,1078,ok
3280,south,1079,ok
3281,south,1080,review
3282,south,1081,ok
3283,south,1082,ok
3284,south,1083,ok
3285,south,1084,ok
3286,south,1085,review
3287,south,1086,ok
3288,south,1087,ok
3289,south,1088,ok
3290,south,1089,ok
3291,south,1090,review
3292,south,1091,ok
3293,south,1092,ok
3294,south,1093,ok
3295,south,1094,ok
3296,south,1095,review
3297,south,1096,ok
3298,south,1097,ok
3299,south,1098,ok
3300,south,1099,ok
3301,south,1000,review
3302,south,1001,ok
3303,south,1002,ok
3304,south,1003,ok
3305,south,1004,ok
3306,south,1005,review
3307,south,1006,ok
3308,south,1007,ok
3309,south,1008,ok
3310,south,1009,ok
3311,south,1010,review
3312,south,1011,ok
3313,south,1012,ok
3314,south,1013,ok
3315,south,1014,ok
3316,south,1015,review
3317,south,1016,ok
3318,south,1017,ok
3319,south,1018,ok
3320,south,1019,ok
3321,south,1020,review
3322,south,1021,ok
3323,south,1022,ok
3324,south,1023,ok
3325,south,1024,ok
3326,south,1025,review
3327,south,1026,ok
3328,south,1027,ok
3329,south,1028,ok
3330,south,1029,ok
3331,south,1030,review
3332,south,1031,ok
3333,south,1032,ok
3334,south,1033,ok
3335,south,1034,ok
3336,south,1035,review
3337,south,1036,ok
3338,south,1037,ok
3339,south,1038,ok
3340,south,1039,ok
3341,south,1040,review
3342,south,1041,ok
3343,south,1042,ok
3344,south,1043,ok
3345,south,1044,ok
3346,south,1045,review
3347,south,1046,ok
3348,south,1047,ok
3349,south,1048,ok
3350,south,1049,ok
3351,south,1050,review
3352,south,1051,ok
3353,south,1052,ok
3354,south,1053,ok
3355,south,1054,ok
3356,south,1055,review
3357,south,1056,ok
3358,south,1057,ok
3359,south,1058,ok
3360,south,1059,ok
3361,south,1060,review
3362,south,1061,ok
3363,south,1062,ok
3364,south,1063,ok
3365,south,1064,ok
3366,south,1065,review
3367,south,1066,ok
3368,south,1067,ok
3369,south,1068,ok
3370,south,1069,ok
3371,south,1070,review
3372,south,1071,ok
3373,south,1072,ok
3374,south,1073,ok
3375,south,1074,ok
3376,south,1075,review
3377,south,1076,ok
3378,south,1077,ok
3379,south,1078,ok
3380,south,1079,ok
3381,south,1080,review
3382,south,1081,ok
3383,south,1082,ok
3384,south,1083,ok
3385,south,1084,ok
3386,south,1085,review
3387,south,1086,ok
3388,south,1087,ok
3389,south,1088,ok
3390,south,1089,ok
3391,south,1090,review
3392,south,1091,ok
3393,south,1092,ok
3394,south,1093,ok
3395,south,1094,ok
3396,south,1095,review
3397,south,1096,ok
3398,south,1097,ok
3399,south,1098,ok
3400,south,1099,ok
3401,south,1000,review
3402,south,1001,ok
3403,south,1002,ok
3404,south,1003,ok
3405,south,1004,ok
3406,south,1005,review
3407,south,1006,ok
3408,south,1007,ok
3409,south,1008,ok
3410,south,1009,ok
3411,south,1010,review
3412,south,1011,ok
3413,south,1012,ok
3414,south,1013,ok
3415,south,1014,ok
3416,south,1015,review
3417,south,1016,ok
3418,south,1017,ok
3419,south,1018,ok
3420,south,1019,ok
3421,south,1020,review
3422,south,1021,ok
3423,south,1022,ok
3424,south,1023,ok
3425,south,1024,ok
3426,south,1025,review
3427,south,1026,ok
3428,south,1027,ok
3429,south,1028,ok
3430,south,1029,ok
3431,south,1030,review
3432,south,1031,ok
3433,south,1032,ok
3434,south,1033,ok
3435,south,1034,ok
3436,south,1035,review
3437,south,1036,ok
3438,south,1037,ok
3439,south,1038,ok
3440,south,1039,ok
3441,south,1040,review
3442,south,1041,ok
3443,south,1042,ok
3444,south,1043,ok
3445,south,1044,ok
3446,south,1045,review
3447,south,1046,ok
3448,south,1047,ok
3449,south,1048,ok
3450,south,1049,ok
3451,south,1050,review
3452,south,1051,ok
3453,south,1052,ok
3454,south,1053,ok
3455,south,1054,ok
3456,south,1055,review
3457,south,1056,ok
3458,south,1057,ok
3459,south,1058,ok
3460,south,1059,ok
3461,south,1060,review
3462,south,1061,ok
3463,south,1062,ok
3464,south,1063,ok
3465,south,1064,ok
3466,south,1065,review
3467,south,1066,ok
3468,south,1067,ok
3469,south,1068,ok
3470,south,1069,ok
3471,south,1070,review
3472,south,1071,ok
3473,south,1072,ok
3474,south,1073,ok
3475,south,1074,ok
3476,south,1075,review
3477,south,1076,ok
3478,south,1077,ok
3479,south,1078,ok
3480,south,1079,ok
3481,south,1080,review
3482,south,1081,ok
3483,south,1082,ok
3484,south,1083,ok
3485,south,1084,ok
3486,south,1085,review
3487,south,1086,ok
3488,south,1087,ok
3489,south,1088,ok
3490,south,1089,ok
3491,south,1090,review
3492,south,1091,ok
3493,south,1092,ok
3494,south,1093,ok
3495,south,1094,ok
3496,south,1095,review
3497,south,1096,ok
3498,south,1097,ok
3499,south,1098,ok
3500,south,1099,ok
3501,south,1000,review
3502,south,1001,ok
3503,south,1002,ok
3504,south,1003,ok
3505,south,1004,ok
3506,south,1005,review
3507,south,1006,ok
3508,south,1007,ok
3509,south,1008,ok
3510,south,1009,ok
3511,south,1010,review
3512,south,1011,ok
3513,south,1012,ok
3514,south,1013,ok
3515,south,1014,ok
3516,south,1015,review
3517,south,1016,ok
3518,south,1017,ok
3519,south,1018,ok
3520,south,1019,ok
3521,south,1020,review
3522,south,1021,ok
3523,south,1022,ok
3524,south,1023,ok
3525,south,1024,ok
3526,south,1025,review
3527,south,1026,ok
3528,south,1027,ok
3529,south,1028,ok
3530,south,1029,ok
3531,south,1030,review
3532,south,1031,ok
3533,south,1032,ok
3534,south,1033,ok
3535,south,1034,ok
3536,south,1035,review
3537,south,1036,ok
3538,south,1037,ok
3539,south,1038,ok
3540,south,1039,ok
3541,south,1040,review
3542,south,1041,ok
3543,south,1042,ok
3544,south,1043,ok
3545,south,1044,ok
3546,south,1045,review
3547,south,1046,ok
3548,south,1047,ok
3549,south,1048,ok
3550,south,1049,ok
3551,south,1050,review
3552,south,1051,ok
3553,south,1052,ok
3554,south,1053,ok
3555,south,1054,ok
3556,south,1055,review
3557,south,1056,ok
3558,south,1057,ok
3559,south,1058,ok
3560,south,1059,ok
3561,south,1060,review
3562,south,1061,ok
3563,south,1062,ok
3564,south,1063,ok
3565,south,1064,ok
3566,south,1065,review
3567,south,1066,ok
3568,south,1067,ok
3569,south,1068,ok
3570,south,1069,ok
3571,south,1070,review
3572,south,1071,ok
3573,south,1072,ok
3574,south,1073,ok
3575,south,1074,ok
3576,south,1075,review
3577,south,1076,ok
3578,south,1077,ok
3579,south,1078,ok
3580,south,1079,ok
3581,south,1080,review
3582,south,1081,ok
3583,south,1082,ok
3584,south,1083,ok
3585,south,1084,ok
3586,south,1085,review
3587,south,1086,ok
3588,south,1087,ok
3589,south,1088,ok
3590,south,1089,ok
3591,south,1090,review
3592,south,1091,ok
3593,south,1092,ok
3594,south,1093,ok
3595,south,1094,ok
3596,south,1095,review
3597,south,1096,ok
3598,south,1097,ok
3599,south,1098,ok
3600,south,1099,ok
3601,south,1000,review
3602,south,1001,ok
3603,south,1002,ok
3604,south,1003,ok
3605,south,1004,ok
3606,south,1005,review
3607,south,1006,ok
3608,south,1007,ok
3609,south,1008,ok
3610,south,1009,ok
3611,south,1010,review
3612,south,1011,ok
3613,south,1012,ok
3614,south,1013,ok
3615,south,1014,ok
3616,south,1015,review
3617,south,1016,ok
3618,south,1017,ok
3619,south,1018,ok
3620,south,1019,ok
3621,south,1020,review
3622,south,1021,ok
3623,south,1022,ok
3624,south,1023,ok
3625,south,1024,ok
3626,south,1025,review
3627,south,1026,ok
3628,south,1027,ok
3629,south,1028,ok
3630,south,1029,ok
3631,south,1030,review
3632,south,1031,ok
3633,south,1032,ok
3634,south,1033,ok
3635,south,1034,ok
3636,south,1035,review
3637,south,1036,ok
3638,south,1037,ok
3639,south,1038,ok
3640,south,1039,ok
3641,south,1040,review
3642,south,1041,ok
3643,south,1042,ok
3644,south,1043,ok
3645,south,1044,ok
3646,south,1045,review
3647,south,1046,ok
3648,south,1047,ok
3649,south,1048,ok
3650,south,1049,ok
3651,south,1050,review
3652,south,1051,ok
3653,south,1052,ok
3654,south,1053,ok
3655,south,1054,ok
3656,south,1055,review
3657,south,1056,ok
3658,south,1057,ok
3659,south,1058,ok
3660,south,1059,ok
3661,south,1060,review
3662,south,1061,ok
3663,south,1062,ok
3664,south,1063,ok
3665,south,1064,ok
3666,south,1065,review
3667,south,1066,ok
3668,south,1067,ok
3669,south,1068,ok
3670,south,1069,ok
3671,south,1070,review
3672,south,1071,ok
3673,south,1072,ok
3674,south,1073,ok
3675,south,1074,ok
3676,south,1075,review
3677,south,1076,ok
3678,south,1077,ok
3679,south,1078,ok
3680,south,1079,ok
3681,south,1080,review
3682,south,1081,ok
3683,south,1082,ok
3684,south,1083,ok
3685,south,1084,ok
3686,south,1085,review
3687,south,1086,ok
3688,south,1087,ok
3689,south,1088,ok
3690,south,1089,ok
3691,south,1090,review
3692,south,1091,ok
3693,south,1092,ok
3694,south,1093,ok
3695,south,1094,ok
3696,south,1095,review
3697,south,1096,ok
3698,south,1097,ok
3699,south,1098,ok
3700,south,1099,ok
3701,south,1000,review
3702,south,1001,ok
3703,south,1002,ok
3704,south,1003,ok
3705,south,1004,ok
3706,south,1005,review
3707,south,1006,ok
3708,south,1007,ok
3709,south,1008,ok
3710,south,1009,ok
3711,south,1010,review
3712,south,1011,ok
3713,south,1012,ok
3714,south,1013,ok
3715,south,1014,ok
3716,south,1015,review
3717,south,1016,ok
3718,south,1017,ok
3719,south,1018,ok
3720,south,1019,ok
3721,south,1020,review
3722,south,1021,ok
3723,south,1022,ok
3724,south,1023,ok
3725,south,1024,ok
3726,south,1025,review
3727,south,1026,ok
3728,south,1027,ok
3729,south,1028,ok
3730,south,1029,ok
3731,south,1030,review
3732,south,1031,ok
3733,south,1032,ok
3734,south,1033,ok
3735,south,1034,ok
3736,south,1035,review
3737,south,1036,ok
3738,south,1037,ok
3739,south,1038,ok
3740,south,1039,ok
3741,south,1040,review
3742,south,1041,ok
3743,south,1042,ok
3744,south,1043,ok
3745,south,1044,ok
3746,south,1045,review
3747,south,1046,ok
3748,south,1047,ok
3749,south,1048,ok
3750,south,1049,ok
3751,south,1050,review
3752,south,1051,ok
3753,south,1052,ok
3754,south,1053,ok
3755,south,1054,ok
3756,south,1055,review
3757,south,1056,ok
3758,south,1057,ok
3759,south,1058,ok
3760,south,1059,ok
3761,south,1060,review
3762,south,1061,ok
3763,south,1062,ok
3764,south,1063,ok
3765,south,1064,ok
3766,south,1065,review
3767,south,1066,ok
3768,south,1067,ok
3769,south,1068,ok
3770,south,1069,ok
3771,south,1070,review
3772,south,1071,ok
3773,south,1072,ok
3774,south,1073,ok
3775,south,1074,ok
3776,south,1075,review
3777,south,1076,ok
3778,south,1077,ok
3779,south,1078,ok
3780,south,1079,ok
3781,south,1080,review
3782,south,1081,ok
3783,south,1082,ok
3784,south,1083,ok
3785,south,1084,ok
3786,south,1085,review
3787,south,1086,ok
3788,south,1087,ok
3789,south,1088,ok
3790,south,1089,ok
3791,south,1090,review
3792,south,1091,ok
3793,south,1092,ok
3794,south,1093,ok
3795,south,1094,ok
3796,south,1095,review
3797,south,1096,ok
3798,south,1097,ok
3799,south,1098,ok
3800,south,1099,ok
3801,south,1000,review
3802,south,1001,ok
3803,south,1002,ok
3804,south,1003,ok
3805,south,1004,ok
3806,south,1005,review
3807,south,1006,ok
3808,south,1007,ok
3809,south,1008,ok
3810,south,1009,ok
3811,south,1010,review
3812,south,1011,ok
3813,south,1012,ok
3814,south,1013,ok
3815,south,1014,ok
3816,south,1015,review
3817,south,1016,ok
3818,south,1017,ok
3819,south,1018,ok
3820,south,1019,ok
3821,south,1020,review
3822,south,1021,ok
3823,south,1022,ok
3824,south,1023,ok
3825,south,1024,ok
3826,south,1025,review
3827,south,1026,ok
3828,south,1027,ok
3829,south,1028,ok
3830,south,1029,ok
3831,south,1030,review
3832,south,1031,ok
3833,south,1032,ok
3834,south,1033,ok
3835,south,1034,ok
3836,south,1035,review
3837,south,1036,ok
3838,south,1037,ok
3839,south,1038,ok
3840,south,1039,ok
3841,south,1040,review
3842,south,1041,ok
3843,south,1042,ok
3844,south,1043,ok
3845,south,1044,ok
3846,south,1045,review
3847,south,1046,ok
3848,south,1047,ok
3849,south,1048,ok
3850,south,1049,ok
3851,south,1050,review
3852,south,1051,ok
3853,south,1052,ok
3854,south,1053,ok
3855,south,1054,ok
3856,south,1055,review
3857,south,1056,ok
3858,south,1057,ok
3859,south,1058,ok
3860,south,1059,ok
3861,south,1060,review
3862,south,1061,ok
3863,south,1062,ok
3864,south,1063,ok
3865,south,1064,ok
3866,south,1065,review
3867,south,1066,ok
3868,south,1067,ok
3869,south,1068,ok
3870,south,1069,ok
3871,south,1070,review
3872,south,1071,ok
3873,south,1072,ok
3874,south,1073,ok
3875,south,1074,ok
3876,south,1075,review
3877,south,1076,ok
3878,south,1077,ok
3879,south,1078,ok
3880,south,1079,ok
3881,south,1080,review
3882,south,1081,ok
3883,south,1082,ok
3884,south,1083,ok
3885,south,1084,ok
3886,south,1085,review
3887,south,1086,ok
3888,south,1087,ok
3889,south,1088,ok
3890,south,1089,ok
3891,south,1090,review
3892,south,1091,ok
3893,south,1092,ok
3894,south,1093,ok
3895,south,1094,ok
3896,south,1095,review
3897,south,1096,ok
3898,south,1097,ok
3899,south,1098,ok
3900,south,1099,ok
3901,south,1000,review
3902,south,1001,ok
3903,south,1002,ok
3904,south,1003,ok
3905,south,1004,ok
3906,south,1005,review
3907,south,1006,ok
3908,south,1007,ok
3909,south,1008,ok
3910,south,1009,ok
3911,south,1010,review
3912,south,1011,ok
3913,south,1012,ok
3914,south,1013,ok
3915,south,1014,ok
3916,south,1015,review
3917,south,1016,ok
3918,south,1017,ok
3919,south,1018,ok
3920,south,1019,ok
3921,south,1020,review
3922,south,1021,ok
3923,south,1022,ok
3924,south,1023,ok
3925,south,1024,ok
3926,south,1025,review
3927,south,1026,ok
3928,south,1027,ok
3929,south,1028,ok
3930,south,1029,ok
3931,south,1030,review
3932,south,1031,ok
3933,south,1032,ok
3934,south,1033,ok
3935,south,1034,ok
3936,south,1035,review
3937,south,1036,ok
3938,south,1037,ok
3939,south,1038,ok
3940,south,1039,ok
3941,south,1040,review
3942,south,1041,ok
3943,south,1042,ok
3944,south,1043,ok
3945,south,1044,ok
3946,south,1045,review
3947,south,1046,ok
3948,south,1047,ok
3949,south,1048,ok
3950,south,1049,ok
3951,south,1050,review
3952,south,1051,ok
3953,south,1052,ok
3954,south,1053,ok
3955,south,1054,ok
3956,south,1055,review
3957,south,1056,ok
3958,south,1057,ok
